Name,Set,Qty,Foil,Avg Price,Rarity,Number
Smoldering Egg // Ashmouth Dragon (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,0.70,Rare,358
Augur of Autumn (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,4.76,Rare,360
Consuming Blob (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,1.26,Mythic Rare,362
Storm the Festival (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,0.79,Rare,364
Willow Geist (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,0.50,Rare,366
Can't Stay Away (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,0.40,Rare,368
Croaking Counterpart (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,0.93,Rare,369
Dire-Strain Rampage (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,0.25,Rare,370
Ghoulcaller's Harvest (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,0.24,Rare,372
Hallowed Respite (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,0.40,Rare,373
Rite of Harmony (Extended Art),Innistrad: Midnight Hunt Variants,1,FALSE,1.57,Rare,374
Siphon Insight (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,1.35,Rare,375
Wake to Slaughter (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,0.20,Rare,376
Pithing Needle (Extended Art),Innistrad: Midnight Hunt Variants,1,TRUE,0.76,Rare,378
Plains (380),Innistrad: Midnight Hunt Variants,1,TRUE,0.15,Basic Land,380
Island (381),Innistrad: Midnight Hunt Variants,1,TRUE,0.13,Basic Land,381
Swamp (382),Innistrad: Midnight Hunt Variants,1,TRUE,0.10,Basic Land,382
Mountain (383),Innistrad: Midnight Hunt Variants,1,TRUE,0.16,Basic Land,383
Forest (384),Innistrad: Midnight Hunt Variants,1,TRUE,0.13,Basic Land,384
