Name,Set,Qty,Foil,Avg Price,Rarity,Number
"Edgar, Charmed Groom // Edgar Markov's Coffin (Dracula)",Innistrad: Crimson Vow Variants,1,TRUE,3.08,Rare,341
"Eruth, Tormented Prophet (Dracula)",Innistrad: Crimson Vow Variants,1,TRUE,0.31,Rare,342
"Olivia, Crimson Bride (Dracula)",Innistrad: Crimson Vow Variants,1,TRUE,4.01,Mythic Rare,343
"Torens, Fist of the Angels (Dracula)",Innistrad: Crimson Vow Variants,1,FALSE,0.48,Rare,344
Investigator's Journal (Dracula),Innistrad: Crimson Vow Variants,1,TRUE,0.34,Rare,345
By Invitation Only (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,0.52,Rare,346
Faithbound Judge // Sinner's Judgment (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,1.57,Mythic Rare,348
Hallowed Haunting (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,9.79,Mythic Rare,349
Hopeful Initiate (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,1.20,Rare,350
Lantern Flare (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,0.26,Rare,351
Savior of Ollenbock (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,0.50,Mythic Rare,352
Voice of the Blessed (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,2.99,Rare,354
Wedding Announcement // Wedding Festivity (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,2.36,Rare,355
Consuming Tide (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,0.48,Rare,357
Dreamshackle Geist (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,0.48,Rare,358
Hullbreaker Horror (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,10.40,Rare,359
Mirrorhall Mimic // Ghastly Mimicry (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,1.00,Rare,361
Overcharged Amalgam (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,1.47,Rare,363
Patchwork Crawler (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,0.30,Rare,364
Winged Portent (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,0.34,Rare,365
Concealing Curtains // Revealing Eye (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,0.45,Rare,367
Dying to Serve (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,0.49,Rare,370
Graf Reaver (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,0.20,Rare,371
Headless Rider (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,3.85,Rare,372
Path of Peril (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,1.70,Rare,373
Change of Fortune (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,0.39,Rare,375
Creepy Puppeteer (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,0.29,Rare,376
Ill-Tempered Loner // Howlpack Avenger (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,0.77,Rare,378
Kessig Wolfrider (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,0.23,Rare,379
Manaform Hellkite (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,3.20,Mythic Rare,380
Stensia Uprising (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,0.35,Rare,381
Cemetery Prowler (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,5.90,Mythic Rare,385
Dig Up (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,0.66,Rare,387
Glorious Sunrise (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,2.20,Rare,388
Hiveheart Shaman (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,0.27,Rare,390
Howling Moon (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,1.27,Rare,391
Howlpack Piper // Wildsong Howler (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,0.93,Rare,392
Splendid Reclamation (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,3.96,Rare,393
Ulvenwald Oddity // Ulvenwald Behemoth (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,1.29,Rare,394
Dollhouse of Horrors (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,0.42,Rare,395
Investigator's Journal (Extended Art),Innistrad: Crimson Vow Variants,1,TRUE,0.16,Rare,396
Voldaren Estate (Extended Art),Innistrad: Crimson Vow Variants,1,FALSE,0.53,Rare,397
Plains (398),Innistrad: Crimson Vow Variants,1,TRUE,0.19,Basic Land,398
Island (399),Innistrad: Crimson Vow Variants,1,TRUE,0.20,Basic Land,399
Swamp (400),Innistrad: Crimson Vow Variants,1,TRUE,0.10,Basic Land,400
Mountain (401),Innistrad: Crimson Vow Variants,1,TRUE,0.20,Basic Land,401
Forest (402),Innistrad: Crimson Vow Variants,1,TRUE,0.09,Basic Land,402
